center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_55_543.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_55_543.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_55_543.jpg,-0.15,1.0,0,30.18474
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_55_431.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_55_431.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_55_431.jpg,0.0,1.0,0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_52_373.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_52_373.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_52_373.jpg,0.0,1.0,0,30.19285
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_10_450.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_10_450.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_10_450.jpg,0.2,1.0,0,30.18033
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_33_663.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_33_663.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_33_663.jpg,0.0,1.0,0,30.19035
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_13_557.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_13_557.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_13_557.jpg,-0.05,1.0,0,30.19006
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_27_512.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_27_512.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_27_512.jpg,-0.15,1.0,0,30.18424
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_16_233.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_16_233.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_16_233.jpg,-0.4,1.0,0,30.16292
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_13_095.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_13_095.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_13_095.jpg,0.0,1.0,0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_41_963.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_41_963.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_41_963.jpg,-0.45,1.0,0,30.15285
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_56_580.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_56_580.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_56_580.jpg,-0.5000001,1.0,0,26.37098
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_44_962.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_44_962.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_44_962.jpg,-0.2,1.0,0,30.17935
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_02_271.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_02_271.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_02_271.jpg,0.0,1.0,0,30.18992
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_22_784.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_22_784.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_22_784.jpg,-0.8000001,1.0,0,30.11148
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_48_797.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_48_797.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_48_797.jpg,0.0,1.0,0,30.19023
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_54_344.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_54_344.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_54_344.jpg,0.0,1.0,0,30.18814
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_46_074.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_46_074.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_46_074.jpg,0.0,1.0,0,30.19063
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_56_208.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_56_208.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_56_208.jpg,-0.25,1.0,0,30.17426
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_31_972.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_31_972.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_31_972.jpg,0.05,1.0,0,30.19035
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_26_221.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_26_221.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_26_221.jpg,-0.05,1.0,0,30.18971
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_00_783.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_00_783.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_00_783.jpg,0.2,1.0,0,30.18301
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_02_824.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_02_824.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_02_824.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_55_036.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_55_036.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_55_036.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_17_216.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_17_216.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_17_216.jpg,0.0,1.0,0,30.2199
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_27_739.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_27_739.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_27_739.jpg,-0.05,1.0,0,30.18951
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_18_406.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_18_406.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_18_406.jpg,0.0,1.0,0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_43_968.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_43_968.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_43_968.jpg,-0.05,1.0,0,30.19008
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_58_102.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_58_102.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_58_102.jpg,-0.3,1.0,0,30.17467
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_38_796.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_38_796.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_38_796.jpg,0.25,1.0,0,30.17517
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_04_996.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_04_996.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_04_996.jpg,0.05,1.0,0,30.19058
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_41_702.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_41_702.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_41_702.jpg,0.15,1.0,0,30.18546
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_02_741.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_02_741.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_02_741.jpg,0.2,1.0,0,30.18147
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_10_376.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_10_376.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_10_376.jpg,0.0,1.0,0,30.19022
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_40_006.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_40_006.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_40_006.jpg,0.15,1.0,0,30.18453
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_43_145.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_43_145.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_43_145.jpg,0.7500002,1.0,0,30.1153
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_39_522.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_39_522.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_39_522.jpg,0.2,1.0,0,30.18054
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_30_264.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_30_264.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_30_264.jpg,-0.1,1.0,0,30.18763
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_42_927.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_42_927.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_42_927.jpg,0.2,1.0,0,30.1813
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_59_620.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_59_620.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_59_620.jpg,0.2,1.0,0,30.1817
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_12_968.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_12_968.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_12_968.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_37_486.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_37_486.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_37_486.jpg,0.2,1.0,0,30.18237
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_40_783.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_40_783.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_40_783.jpg,0.0,1.0,0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_42_752.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_42_752.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_42_752.jpg,-0.1,1.0,0,30.18765
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_22_562.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_22_562.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_22_562.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_53_116.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_53_116.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_53_116.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_14_589.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_14_589.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_14_589.jpg,0.15,1.0,0,30.18742
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_07_944.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_07_944.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_07_944.jpg,0.0,1.0,0,30.19044
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_57_417.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_57_417.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_57_417.jpg,-0.25,1.0,0,30.17765
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_31_245.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_31_245.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_31_245.jpg,-0.25,1.0,0,30.17489
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_59_065.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_59_065.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_59_065.jpg,-0.9000002,1.0,0,30.10118
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_14_375.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_14_375.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_14_375.jpg,0.2,1.0,0,30.18429
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_01_927.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_01_927.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_01_927.jpg,0.1,1.0,0,30.19212
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_24_864.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_24_864.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_24_864.jpg,0.0,1.0,0,30.19065
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_27_403.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_27_403.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_27_403.jpg,0.2,1.0,0,30.17954
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_58_124.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_58_124.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_58_124.jpg,0.05,1.0,0,30.1902
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_00_517.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_00_517.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_00_517.jpg,0.1,1.0,0,30.18929
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_40_990.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_40_990.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_40_990.jpg,-0.1,1.0,0,30.18883
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_45_373.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_45_373.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_45_373.jpg,0.25,1.0,0,30.17422
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_57_369.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_57_369.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_57_369.jpg,0.2,1.0,0,30.17986
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_52_683.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_52_683.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_52_683.jpg,0.0,1.0,0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_39_151.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_39_151.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_39_151.jpg,0.0,1.0,0,30.18989
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_20_562.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_20_562.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_20_562.jpg,0.15,1.0,0,30.18664
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_18_948.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_18_948.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_18_948.jpg,-0.05,1.0,0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_06_813.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_06_813.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_06_813.jpg,0.05,1.0,0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_24_098.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_24_098.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_24_098.jpg,0.0,1.0,0,30.19038
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_26_875.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_26_875.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_26_875.jpg,0.0,1.0,0,30.19012
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_00_597.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_00_597.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_00_597.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_36_158.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_36_158.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_36_158.jpg,0.05,1.0,0,30.19
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_50_501.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_50_501.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_50_501.jpg,-0.1,1.0,0,30.18876
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_37_595.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_37_595.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_37_595.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_19_804.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_19_804.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_19_804.jpg,-0.1,1.0,0,30.19047
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_40_426.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_40_426.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_40_426.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_48_351.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_48_351.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_48_351.jpg,0.0,1.0,0,30.18993
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_20_506.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_20_506.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_20_506.jpg,0.0,1.0,0,30.19036
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_19_345.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_19_345.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_19_345.jpg,0.0,1.0,0,30.19021
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_45_202.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_45_202.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_45_202.jpg,0.15,1.0,0,30.18399
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_38_234.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_38_234.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_38_234.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_17_319.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_17_319.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_17_319.jpg,0.05,1.0,0,30.18999
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_26_271.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_26_271.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_26_271.jpg,0.25,1.0,0,30.17823
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_19_762.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_19_762.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_19_762.jpg,0.0,1.0,0,30.19034
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_27_435.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_27_435.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_27_435.jpg,0.15,1.0,0,30.18863
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_27_653.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_27_653.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_27_653.jpg,0.15,1.0,0,30.18643
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_15_954.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_15_954.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_15_954.jpg,0.15,1.0,0,30.18414
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_32_150.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_32_150.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_32_150.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_11_286.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_11_286.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_11_286.jpg,0.05,1.0,0,30.19007
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_31_488.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_31_488.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_31_488.jpg,0.0,1.0,0,30.19004
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_36_727.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_36_727.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_36_727.jpg,0.0,1.0,0,30.18996
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_05_395.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_05_395.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_05_395.jpg,-0.05,1.0,0,30.18985
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_11_864.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_11_864.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_11_864.jpg,-0.15,1.0,0,30.18408
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_58_310.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_58_310.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_58_310.jpg,0.25,1.0,0,30.17868
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_43_397.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_43_397.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_43_397.jpg,-0.05,1.0,0,30.1902
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_58_641.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_58_641.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_58_641.jpg,0.2,1.0,0,30.18069
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_33_679.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_33_679.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_33_679.jpg,0.0,1.0,0,30.19053
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_01_487.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_01_487.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_01_487.jpg,-0.15,1.0,0,30.18501
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_43_464.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_43_464.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_43_464.jpg,0.2,1.0,0,30.18317
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_32_049.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_32_049.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_32_049.jpg,0.6000001,1.0,0,30.13182
